"","Category","ProductName","Reviewer","Review","TypeOfReviewer","ReviewDate","Rating"
"1169","Mens Shorts","THE NORTH FACE Men's Aconcagua","Amazon Customer","







  
  
    Really great coat and product. One of my best purchases on 2020. Verry comfortable, warm but not bulky at all. Highly recommend.
  
","Verified Purchase","Reviewed in the United States on 25 February 2021","5.0 out of 5 stars"
"1170","Mens Shorts","THE NORTH FACE Men's Aconcagua","OP","







  
  
    Excelente
  
","Verified Purchase","Reviewed in the United States on 16 January 2023","5.0 out of 5 stars"
"1171","Mens Shorts","THE NORTH FACE Men's Aconcagua","Paul B.","







  
  
    This coat is absolutely perfect. Very comfortable, lightweight weight, yet very warm. Highly recommend.
  
","Verified Purchase","Reviewed in the United States on 1 January 2021","5.0 out of 5 stars"
"1172","Mens Shorts","THE NORTH FACE Men's Aconcagua","ヒロポン77","







  
    当初予定より数日早く着き包装等も良く期待どうりの物でした。
  
  
","Verified Purchase","Reviewed in Japan on 17 November 2021","4.0 out of 5 stars"
"1173","Mens Shorts","THE NORTH FACE Men's Aconcagua","nkh43p4","







  
  
    This item was purchased for my 11 year old grandson. He swims competitively and plays ice hockey. He isnt overweight. I say that to give a reference point for the sizing. I bought a mens small and its a great fit although the sleeves are a little long. The delivery was fast and he loves it in black.
  
","Verified Purchase","Reviewed in the United States on 5 October 2020","5.0 out of 5 stars"
"1174","Mens Shorts","THE NORTH FACE Men's Aconcagua","Gabriel Barressi ","







  
  
    Flama pa
  
","Verified Purchase","Reviewed in the United States on 21 October 2021","5.0 out of 5 stars"
"1175","Mens Shorts","THE NORTH FACE Men's Aconcagua","James Thomas Griffith","







  
  
    Light weight but nice and warm
  
","Verified Purchase","Reviewed in the United States on 25 October 2021","5.0 out of 5 stars"
"1176","Mens Shorts","THE NORTH FACE Men's Aconcagua","Carol Hall","







  
  
    I would recommend this product.  It is lightweight and fits well.
  
","Verified Purchase","Reviewed in the United States on 26 December 2022","5.0 out of 5 stars"
"1177","Mens Shorts","THE NORTH FACE Men's Aconcagua","Tom","







  
  
    Great jacket! Fits great, good quality and keeps me warm.
  
","Verified Purchase","Reviewed in Canada on 16 April 2023","5.0 out of 5 stars"
"1178","Mens Shorts","THE NORTH FACE Men's Aconcagua","Cecilia Monserrat","







  
    Viene reducida la talla aconsejaría pidas una talla más de la que eres
  
  
","Verified Purchase","Reviewed in the United States on 15 January 2024","4.0 out of 5 stars"
"1179","Mens Shorts","THE NORTH FACE Men's Aconcagua","RoadTrip_NewEngland","







  
  
    I bought this as a fall to winter jacket before I break out the heavier winter coat, but layered with a sweatshirt it's been pretty warm even in the 20's. Wouldn't recommend as the primary WINTER jacket, but Fall, & Spring and if you're having a warm winter its great.I just wish I could find the orange sweatshirt the model is wearing in the picture.
  
","Verified Purchase","Reviewed in the United States on 17 January 2023","4.0 out of 5 stars"
"1180","Mens Shorts","THE NORTH FACE Men's Aconcagua","CindyA","







  
  
    Super warm and light weight. Love it!!
  
","Verified Purchase","Reviewed in the United States on 22 January 2021","5.0 out of 5 stars"
"1181","Mens Shorts","THE NORTH FACE Men's Aconcagua","Mary O.","







  
  
    This jacket is easily packable and is warm. The black is a nice color and not shiny. My husband is 6 ft.and 220 lbs with a bit of a paunch but the extra large fits fine with enough room for a sweater underneath. Great price for this quality jacket.
  
","Verified Purchase","Reviewed in the United States on 13 December 2020","5.0 out of 5 stars"
"1182","Mens Shorts","THE NORTH FACE Men's Aconcagua","チワワ 好き","







  
    タイムセールで安くなっていたので購入し、1ヶ月程着用していますが、内側や外側から中のダウンが出てきます。偽物？？タグには日本で売っている商品に付いている品番が書いてません。
  
  
","Verified Purchase","Reviewed in Japan on 28 December 2021","3.0 out of 5 stars"
"1183","Mens Shorts","THE NORTH FACE Men's Aconcagua","Dawn H","







  
  
    I finally got my Husband to get rid of his color block coat from the 80s and get a TNF coat. I love it!!
  
","Verified Purchase","Reviewed in the United States on 20 March 2022","5.0 out of 5 stars"
"1184","Mens Shorts","THE NORTH FACE Men's Aconcagua","Amazon Customer","







  
  
    Looks and fit great
  
","Verified Purchase","Reviewed in the United States on 30 January 2021","5.0 out of 5 stars"
"1185","Mens Shorts","THE NORTH FACE Men's Aconcagua","Dr Jim","







  
  
    Nice jacket - great fir cool days & some cold if layered -sharp look.
  
","Verified Purchase","Reviewed in the United States on 31 January 2021","5.0 out of 5 stars"
"1186","Mens Shorts","THE NORTH FACE Men's Aconcagua","Jesus","







  
  
    Good and comfortable
  
","Verified Purchase","Reviewed in the United States on 21 May 2021","5.0 out of 5 stars"
"1187","Mens Shorts","THE NORTH FACE Men's Aconcagua","Spanky","







  
  
    The jacket is great fits nice the green color looks sharp no complaints light and really warm
  
","Verified Purchase","Reviewed in the United States on 7 December 2023","5.0 out of 5 stars"
"1188","Mens Shorts","THE NORTH FACE Men's Aconcagua","Susan Gill","







  
  
    Bought this for my granddaughter who want this men’s jacket. She likes to wear larger clothing. She is 5’10 and about 175 lbs and it fit but it wasn’t really larger than she would have liked. The jacket did look very nice on her though and we’re keeping it.
  
","Verified Purchase","Reviewed in the United States on 6 November 2021","5.0 out of 5 stars"
"1189","Mens Shorts","THE NORTH FACE Men's Aconcagua","Kevns67","







  
  
    My husband seems to really like this jacket
  
","Verified Purchase","Reviewed in the United States on 25 July 2023","4.0 out of 5 stars"
"1190","Mens Shorts","THE NORTH FACE Men's Aconcagua","JennBeanz","







  
  
    The pic looks like it is a puffer coat but it’s a flat jacket. My son still likes it tho
  
","Verified Purchase","Reviewed in the United States on 20 October 2021","5.0 out of 5 stars"
"1191","Mens Shorts","THE NORTH FACE Men's Aconcagua","Tina","







  
  
    Bought for our son and he says it is very warm. Loves it
  
","Verified Purchase","Reviewed in the United States on 20 January 2024","5.0 out of 5 stars"
"1192","Mens Shorts","THE NORTH FACE Men's Aconcagua","Amazon Customer","







  
  
    Bought small size but it was larger than the normal small size.
  
","Verified Purchase","Reviewed in the United States on 16 May 2022","1.0 out of 5 stars"
"1193","Mens Shorts","THE NORTH FACE Men's Aconcagua","H.","







  
  
    Perfect fit
  
","Verified Purchase","Reviewed in the United States on 4 November 2020","5.0 out of 5 stars"
"1194","Mens Shorts","THE NORTH FACE Men's Aconcagua","JudyFWilson","







  
  
    Was a Christmas gift and my son loves it.
  
","Verified Purchase","Reviewed in the United States on 28 January 2021","5.0 out of 5 stars"
"1195","Mens Shorts","THE NORTH FACE Men's Aconcagua","alvin muniz","







  
  
    This is a very comfortable coat that will keep you warm! Probably the best coat I’ve ever worn! This one will last me for several years!
  
","Verified Purchase","Reviewed in the United States on 14 December 2022","5.0 out of 5 stars"
"1196","Mens Shorts","THE NORTH FACE Men's Aconcagua","TERESA ORR","







  
  
    My son received this jacket and is enjoying.
  
","Verified Purchase","Reviewed in the United States on 7 January 2021","5.0 out of 5 stars"
"1197","Mens Shorts","THE NORTH FACE Men's Aconcagua","mONcho 63","







  
  
    Good producto thank you
  
","Verified Purchase","Reviewed in the United States on 30 November 2023","5.0 out of 5 stars"
"1198","Mens Shorts","THE NORTH FACE Men's Aconcagua","Hussain Baig Mohammed","







  
  
    Great product
  
","Verified Purchase","Reviewed in the United States on 2 February 2021","5.0 out of 5 stars"
"1199","Mens Shorts","THE NORTH FACE Men's Aconcagua","Leslie","







  
  
    Perfect
  
","Verified Purchase","Reviewed in the United States on 29 December 2022","5.0 out of 5 stars"
"1200","Mens Shorts","THE NORTH FACE Men's Aconcagua","Jeffrey Padovano","







  
  
    I always like north face jackets. They fit and true to size.
  
","Verified Purchase","Reviewed in the United States on 1 December 2020","5.0 out of 5 stars"
"1201","Mens Shorts","Tommy Hilfiger Men's Polar Fleece Vest","Bruce F","







  
  
    Well made, good fit, great for those cooler days
  
","Verified Purchase","Reviewed in Australia on 19 December 2023","5.0 out of 5 stars"
"1202","Mens Shorts","Tommy Hilfiger Men's Polar Fleece Vest","Phil","







  
  
    Second attempt after first delivery went missing and refund given without hassle. Quick free delivery from the US to Australia. I was tossing up between small and medium, but glad I chose medium. Fits perfectly. Good quality, and I wear it working from home most days.
  
","Verified Purchase","Reviewed in Australia on 11 June 2023","5.0 out of 5 stars"
"1203","Mens Shorts","Tommy Hilfiger Men's Polar Fleece Vest","Ahmed","







  
  
    I was almost ordering another Columbia Vest (which I got for my dad previously), but somehow I got this in the recommendations.This is just wonderful and very good quality. It is very warm as well.(Note: The Columbia Medium size vest was slightly less tighter than this Medium one)
  
","Verified Purchase","Reviewed in Australia on 12 February 2024","5.0 out of 5 stars"
"1204","Mens Shorts","Tommy Hilfiger Men's Polar Fleece Vest","Ahmed","







  
    Este chaleco Tommy Hilfiger talla mediana es perfecto. Con un peso de 82 kg y una estatura de 1.74 m, me queda como un guante. Cómodo, elegante y de gran calidad. Totalmente recomendado.
  
  
","Verified Purchase","Reviewed in Mexico on 7 December 2023","5.0 out of 5 stars"
"1205","Mens Shorts","Tommy Hilfiger Men's Polar Fleece Vest","Jorge R Segura R","







  
  
    Very warm and comfortable, went through Beijing cold snap with this, good mid piece.
  
","Verified Purchase","Reviewed in Singapore on 20 December 2023","5.0 out of 5 stars"
"1206","Mens Shorts","Tommy Hilfiger Men's Polar Fleece Vest","Vince Tay","







  
    Top Produkt, geliefert von Amazon global aus den USA. Klare Empfehlung für alle Individualisten unter uns.
  
  
","Verified Purchase","Reviewed in Germany on 5 January 2024","5.0 out of 5 stars"
"1207","Mens Shorts","Tommy Hilfiger Men's Polar Fleece Vest","Jan","







  
  
    Material good.Good fit.I love to wear it.
  
","Verified Purchase","Reviewed in India on 3 August 2018","5.0 out of 5 stars"
"1208","Mens Shorts","Tommy Hilfiger Men's Polar Fleece Vest","Baburao Amuluru","







  
  
    I really like this vest.  It is very well made and fits nicely.  I am a larger male and this vest fits perfectly without making me look boxy or feeling constrained.  Very grateful for this purchase.
  
","Verified Purchase","Reviewed in the United States on 25 January 2024","4.0 out of 5 stars"
"1209","Mens Shorts","Tommy Hilfiger Men's Polar Fleece Vest","Amazon Customer","







  
    Sehr schöne, warme Weste zum Druntertragen. Eine Nummer kleiner bestellen, fällt etwas größer aus!
  
  
","Verified Purchase","Reviewed in Germany on 27 October 2023","5.0 out of 5 stars"
"1210","Mens Shorts","Tommy Hilfiger Men's Polar Fleece Vest","Guido","







  
    La verdad está mucho más padre de lo que se ve en las fotos y muy abrigador , vale la pena
  
  
","Verified Purchase","Reviewed in Mexico on 31 December 2023","5.0 out of 5 stars"
"1211","Mens Shorts","Tommy Hilfiger Men's Polar Fleece Vest","Аmazon Customer","







  
  
    4 stars because I haven't had the weather yet to try it out.  Fits well and the pockets are a bonus.
  
","Verified Purchase","Reviewed in the United States on 19 October 2023","4.0 out of 5 stars"
"1212","Mens Shorts","Tommy Hilfiger Men's Polar Fleece Vest","Walter Reis","







  
    Die Fleece-Weste besteht aus einem sehr hochwertigen und angenehmem Material. Die Größe L entspricht der Norm und passt genau.
  
  
","Verified Purchase","Reviewed in Germany on 6 May 2023","4.0 out of 5 stars"
"1213","Mens Shorts","Tommy Hilfiger Men's Polar Fleece Vest","Randy Jenkins","







  
  
    Good quality at a fair price. A true black colour - sometimes fleece does not appear as a true black. Fit is acceptable: I fall somewhere between medium and a large depending on the cut.
  
","Verified Purchase","Reviewed in Canada on 6 October 2019","4.0 out of 5 stars"
"1214","Mens Shorts","Tommy Hilfiger Men's Polar Fleece Vest","Katherine","







  
    Para regalo. Llego a tiempo.super suave y ligero buena calidad lo recomiendo.
  
  
","Verified Purchase","Reviewed in Mexico on 2 January 2024","5.0 out of 5 stars"
