"","...1","title","author","subject","abstract","meta"
"112",112,"a framework for cost-effective and self-adaptive llm shaking and recovery mechanism","zhiyu chen, yu li, suochao zhang, jingbo zhou, jiwen zhou, chenfu bao, dianhai yu","cryptography and security","as large language models (llms) gain great success in real-world applications, an increasing number of users are seeking to develop and deploy their customized llms through cloud services. nonetheless, in some specific domains, there are still concerns regarding cost and trade-offs between privacy issues and accuracy. in this study, we introduce a cost-effective and self-adaptive llm shaking tuning and recovery mechanism, named cyphertalk. with carefully designed horizontal and vertical shaking operators, we can achieve comparable accuracy results with sota privacy-preserving llm schemes using cryptography-based or differential privacy-based methods. experiments also show that with the cyphertalk framework, users can achieve reliable accuracy when using optimized shaking operator settings. to our best knowledge, this is the first work that considers cost, and trade-off between model utility and privacy in llm scenarios.",2024-03-12
"113",113,"enhancing transfer learning with flexible nonparametric posterior sampling","hyungi lee, giung nam, edwin fong, juho lee","machine learning","transfer learning has recently shown significant performance across various tasks involving deep neural networks. in these transfer learning scenarios, the prior distribution for downstream data becomes crucial in bayesian model averaging (bma). while previous works proposed the prior over the neural network parameters centered around the pre-trained solution, such strategies have limitations when dealing with distribution shifts between upstream and downstream data. this paper introduces nonparametric transfer learning (nptl), a flexible posterior sampling method to address the distribution shift issue within the context of nonparametric learning. the nonparametric learning (npl) method is a recent approach that employs a nonparametric prior for posterior sampling, efficiently accounting for model misspecification scenarios, which is suitable for transfer learning scenarios that may involve the distribution shift between upstream and downstream tasks. through extensive empirical validations, we demonstrate that our approach surpasses other baselines in bma performance.",2024-03-12
"114",114,"anderson acceleration for iteratively reweighted $\ell_1$ algorithm","kexin li","optimization and control","iteratively reweighted l1 (irl1) algorithm is a common algorithm for solving sparse optimization problems with nonconvex and nonsmooth regularization. the development of its acceleration algorithm, often employing nesterov acceleration, has sparked significant interest. nevertheless, the convergence and complexity analysis of these acceleration algorithms consistently poses substantial challenges. recently, anderson acceleration has gained prominence owing to its exceptional performance for speeding up fixed-point iteration, with numerous recent studies applying it to gradient-based algorithms. motivated by the powerful impact of anderson acceleration, we propose an anderson-accelerated irl1 algorithm and establish its local linear convergence rate. we extend this convergence result, typically observed in smooth settings, to a nonsmooth scenario. importantly, our theoretical results do not depend on the kurdyka-lojasiewicz condition, a necessary condition in existing nesterov acceleration-based algorithms. furthermore, to ensure global convergence, we introduce a globally convergent anderson accelerated irl1 algorithm by incorporating a classical nonmonotone line search condition. experimental results indicate that our algorithm outperforms existing nesterov acceleration-based algorithms.",2024-03-12
"115",115,"near-interpolators: rapid norm growth and the trade-off between interpolation and generalization","yutong wang, rishi sonthalia, wei hu","machine learning","we study the generalization capability of nearly-interpolating linear regressors: $\boldsymbol{\beta}$'s whose training error $\tau$ is positive but small, i.e., below the noise floor. under a random matrix theoretic assumption on the data distribution and an eigendecay assumption on the data covariance matrix $\boldsymbol{\sigma}$, we demonstrate that any near-interpolator exhibits rapid norm growth: for $\tau$ fixed, $\boldsymbol{\beta}$ has squared $\ell_2$-norm $\mathbb{e}[\|{\boldsymbol{\beta}}\|_{2}^{2}] = \omega(n^{\alpha})$ where $n$ is the number of samples and $\alpha >1$ is the exponent of the eigendecay, i.e., $\lambda_i(\boldsymbol{\sigma}) \sim i^{-\alpha}$. this implies that existing data-independent norm-based bounds are necessarily loose. on the other hand, in the same regime we precisely characterize the asymptotic trade-off between interpolation and generalization. our characterization reveals that larger norm scaling exponents $\alpha$ correspond to worse trade-offs between interpolation and generalization. we verify empirically that a similar phenomenon holds for nearly-interpolating shallow neural networks.",2024-03-12
"116",116,"adaptive bounding box uncertainties via two-step conformal prediction","alexander timans, christoph-nikolas straehle, kaspar sakmann, eric nalisnick","computer vision and pattern recognition","quantifying a model's predictive uncertainty is essential for safety-critical applications such as autonomous driving. we consider quantifying such uncertainty for multi-object detection. in particular, we leverage conformal prediction to obtain uncertainty intervals with guaranteed coverage for object bounding boxes. one challenge in doing so is that bounding box predictions are conditioned on the object's class label. thus, we develop a novel two-step conformal approach that propagates uncertainty in predicted class labels into the uncertainty intervals for the bounding boxes. this broadens the validity of our conformal coverage guarantees to include incorrectly classified objects, ensuring their usefulness when maximal safety assurances are required. moreover, we investigate novel ensemble and quantile regression formulations to ensure the bounding box intervals are adaptive to object size, leading to a more balanced coverage across sizes. validating our two-step approach on real-world datasets for 2d bounding box localization, we find that desired coverage levels are satisfied with actionably tight predictive uncertainty intervals.",2024-03-12
"117",117,"advantage-aware policy optimization for offline reinforcement learning","yunpeng qing, shunyu liu, jingyuan cong, kaixuan chen, yihe zhou, mingli song","machine learning","offline reinforcement learning (rl) endeavors to leverage offline datasets to craft effective agent policy without online interaction, which imposes proper conservative constraints with the support of behavior policies to tackle the out-of-distribution (ood) problem. however, existing works often suffer from the constraint conflict issue when offline datasets are collected from multiple behavior policies, i.e., different behavior policies may exhibit inconsistent actions with distinct returns across the state space. to remedy this issue, recent advantage-weighted (aw) methods prioritize samples with high advantage values for agent training while inevitably leading to overfitting on these samples. in this paper, we introduce a novel advantage-aware policy optimization (a2po) method to explicitly construct advantage-aware policy constraints for offline learning under mixed-quality datasets. specifically, a2po employs a conditional variational auto-encoder (cvae) to disentangle the action distributions of intertwined behavior policies by modeling the advantage values of all training data as conditional variables. then the agent can follow such disentangled action distribution constraints to optimize the advantage-aware policy towards high advantage values. extensive experiments conducted on both the single-quality and mixed-quality datasets of the d4rl benchmark demonstrate that a2po yields results superior to state-of-the-art counterparts. our code will be made publicly available.",2024-03-12
"118",118,"disentangling policy from offline task representation learning via adversarial data augmentation","chengxing jia, fuxiang zhang, yi-chen li, chen-xiao gao, xu-hui liu, lei yuan, zongzhang zhang, yang yu","machine learning","offline meta-reinforcement learning (omrl) proficiently allows an agent to tackle novel tasks while solely relying on a static dataset. for precise and efficient task identification, existing omrl research suggests learning separate task representations that be incorporated with policy input, thus forming a context-based meta-policy. a major approach to train task representations is to adopt contrastive learning using multi-task offline data. the dataset typically encompasses interactions from various policies (i.e., the behavior policies), thus providing a plethora of contextual information regarding different tasks. nonetheless, amassing data from a substantial number of policies is not only impractical but also often unattainable in realistic settings. instead, we resort to a more constrained yet practical scenario, where multi-task data collection occurs with a limited number of policies. we observed that learned task representations from previous omrl methods tend to correlate spuriously with the behavior policy instead of reflecting the essential characteristics of the task, resulting in unfavorable out-of-distribution generalization. to alleviate this issue, we introduce a novel algorithm to disentangle the impact of behavior policy from task representation learning through a process called adversarial data augmentation. specifically, the objective of adversarial data augmentation is not merely to generate data analogous to offline data distribution; instead, it aims to create adversarial examples designed to confound learned task representations and lead to incorrect task identification. our experiments show that learning from such adversarial samples significantly enhances the robustness and effectiveness of the task identification process and realizes satisfactory out-of-distribution generalization.",2024-03-12
"119",119,"deep learning-assisted parallel interference cancellation for grant-free noma in machine-type communication","yongjeong oh, jaehong jo, byonghyo shim, yo-seb jeon","signal processing","in this paper, we present a novel approach for joint activity detection (ad), channel estimation (ce), and data detection (dd) in uplink grant-free non-orthogonal multiple access (noma) systems. our approach employs an iterative and parallel interference removal strategy inspired by parallel interference cancellation (pic), enhanced with deep learning to jointly tackle the ad, ce, and dd problems. based on this approach, we develop three pic frameworks, each of which is designed for either coherent or non-coherence schemes. the first framework performs joint ad and ce using received pilot signals in the coherent scheme. building upon this framework, the second framework utilizes both the received pilot and data signals for ce, further enhancing the performances of ad, ce, and dd in the coherent scheme. the third framework is designed to accommodate the non-coherent scheme involving a small number of data bits, which simultaneously performs ad and dd. through joint loss functions and interference cancellation modules, our approach supports end-to-end training, contributing to enhanced performances of ad, ce, and dd for both coherent and non-coherent schemes. simulation results demonstrate the superiority of our approach over traditional techniques, exhibiting enhanced performances of ad, ce, and dd while maintaining lower computational complexity.",2024-03-12
"120",120,"guidegen: a text-guided framework for joint ct volume and anatomical structure generation","linrui dai, rongzhao zhang, zhongzhen huang, xiaofan zhang","image and video processing","the annotation burden and extensive labor for gathering a large medical dataset with images and corresponding labels are rarely cost-effective and highly intimidating. this results in a lack of abundant training data that undermines downstream tasks and partially contributes to the challenge image analysis faces in the medical field. as a workaround, given the recent success of generative neural models, it is now possible to synthesize image datasets at a high fidelity guided by external constraints. this paper explores this possibility and presents \textbf{guidegen}: a pipeline that jointly generates ct images and tissue masks for abdominal organs and colorectal cancer conditioned on a text prompt. firstly, we introduce volumetric mask sampler to fit the discrete distribution of mask labels and generate low-resolution 3d tissue masks. secondly, our conditional image generator autoregressively generates ct slices conditioned on a corresponding mask slice to incorporate both style information and anatomical guidance. this pipeline guarantees high fidelity and variability as well as exact alignment between generated ct volumes and tissue masks. both qualitative and quantitative experiments on 3d abdominal cts demonstrate a high performance of our proposed pipeline, thereby proving our method can serve as a dataset generator and provide potential benefits to downstream tasks. it is hoped that our work will offer a promising solution on the multimodality generation of ct and its anatomical mask. our source code is publicly available at this https url.",2024-03-12
"121",121,"dataset condensation for time series classification via dual domain matching","zhanyu liu, ke hao, guanjie zheng, yanwei yu","machine learning","time series data has been demonstrated to be crucial in various research fields. the management of large quantities of time series data presents challenges in terms of deep learning tasks, particularly for training a deep neural network. recently, a technique named \textit{dataset condensation} has emerged as a solution to this problem. this technique generates a smaller synthetic dataset that has comparable performance to the full real dataset in downstream tasks such as classification. however, previous methods are primarily designed for image and graph datasets, and directly adapting them to the time series dataset leads to suboptimal performance due to their inability to effectively leverage the rich information inherent in time series data, particularly in the frequency domain. in this paper, we propose a novel framework named dataset \textit{\textbf{cond}}ensation for \textit{\textbf{t}}ime \textit{\textbf{s}}eries \textit{\textbf{c}}lassification via dual domain matching (\textbf{condtsc}) which focuses on the time series classification dataset condensation task. different from previous methods, our proposed framework aims to generate a condensed dataset that matches the surrogate objectives in both the time and frequency domains. specifically, condtsc incorporates multi-view data augmentation, dual domain training, and dual surrogate objectives to enhance the dataset condensation process in the time and frequency domains. through extensive experiments, we demonstrate the effectiveness of our proposed framework, which outperforms other baselines and learns a condensed synthetic dataset that exhibits desirable characteristics such as conforming to the distribution of the original data.",2024-03-12
"122",122,"calibrating multi-modal representations: a pursuit of group robustness without annotations","chenyu you, yifei min, weicheng dai, jasjeet s. sekhon, lawrence staib, james s. duncan","computer vision and pattern recognition","fine-tuning pre-trained vision-language models, like clip, has yielded success on diverse downstream tasks. however, several pain points persist for this paradigm: (i) directly tuning entire pre-trained models becomes both time-intensive and computationally costly. additionally, these tuned models tend to become highly specialized, limiting their practicality for real-world deployment; (ii) recent studies indicate that pre-trained vision-language classifiers may overly depend on spurious features -- patterns that correlate with the target in training data, but are not related to the true labeling function; and (iii) existing studies on mitigating the reliance on spurious features, largely based on the assumption that we can identify such features, does not provide definitive assurance for real-world applications. as a piloting study, this work focuses on exploring mitigating the reliance on spurious features for clip without using any group annotation. to this end, we systematically study the existence of spurious correlation on clip and cilp+erm. we first, following recent work on deep feature reweighting (dfr), verify that last-layer retraining can greatly improve group robustness on pretrained clip. in view of them, we advocate a lightweight representation calibration method for fine-tuning clip, by first generating a calibration set using the pretrained clip, and then calibrating representations of samples within this set through contrastive learning, all without the need for group labels. extensive experiments and in-depth visualizations on several benchmarks validate the effectiveness of our proposals, largely reducing reliance and significantly boosting the model generalization.",2024-03-12
"123",123,"tractable joint prediction and planning over discrete behavior modes for urban driving","adam villaflor, brian yang, huangyuan su, katerina fragkiadaki, john dolan, jeff schneider","robotics","significant progress has been made in training multimodal trajectory forecasting models for autonomous driving. however, effectively integrating these models with downstream planners and model-based control approaches is still an open problem. although these models have conventionally been evaluated for open-loop prediction, we show that they can be used to parameterize autoregressive closed-loop models without retraining. we consider recent trajectory prediction approaches which leverage learned anchor embeddings to predict multiple trajectories, finding that these anchor embeddings can parameterize discrete and distinct modes representing high-level driving behaviors. we propose to perform fully reactive closed-loop planning over these discrete latent modes, allowing us to tractably model the causal interactions between agents at each step. we validate our approach on a suite of more dynamic merging scenarios, finding that our approach avoids the $\textit{frozen robot problem}$ which is pervasive in conventional planners. our approach also outperforms the previous state-of-the-art in carla on challenging dense traffic scenarios when evaluated at realistic speeds.",2024-03-12
"124",124,"curry-dpo: enhancing alignment using curriculum learning & ranked preferences","pulkit pattnaik, rishabh maheshwary, kelechi ogueji, vikas yadav, sathwik tejaswi madhusudhan","computation and language","direct preference optimization (dpo) is an effective technique that leverages pairwise preference data (usually one chosen and rejected response pair per user prompt) to align llms to human preferences. in practice, multiple responses can exist for a given prompt with varying quality relative to each other. with availability of such quality ratings for multiple responses, we propose utilizing these responses to create multiple preference pairs for a given prompt. our work focuses on systematically using the constructed multiple preference pair in dpo training via curriculum learning methodology. in particular, we order these multiple pairs of preference data from easy to hard (emulating curriculum training) according to various criteria. we show detailed comparisons of our proposed approach to the standard single-pair dpo setting. our method, which we call curry-dpo consistently shows increased performance gains on mtbench, vicuna, wizardlm, and the ultrafeedback test set, highlighting its effectiveness. more specifically, curry-dpo achieves a score of 7.43 on mt-bench with zephy-7b model outperforming majority of existing llms with similar parameter size. curry-dpo also achieves the highest adjusted win rates on vicuna, wizardlm, and ultrafeedback test datasets (90.7%, 87.1%, and 87.9% respectively) in our experiments, with notable gains of upto 7.5% when compared to standard dpo technique.",2024-03-12
"125",125,"lookupffn: making transformers compute-lite for cpu inference","zhanpeng zeng, michael davies, pranav pulijala, karthikeyan sankaralingam, vikas singh","machine learning","while gpu clusters are the de facto choice for training large deep neural network (dnn) models today, several reasons including ease of workflow, security and cost have led to efforts investigating whether cpus may be viable for inference in routine use in many sectors of the industry. but the imbalance between the compute capabilities of gpus and cpus is huge. motivated by these considerations, we study a module which is a workhorse within modern dnn architectures, gemm based feed forward networks (ffns), and assess the extent to which it can be made compute- (or flop-) lite. specifically, we propose an alternative formulation (we call it lookupffn) to gemm based ffns inspired by the recent studies of using locality sensitive hashing (lsh) to approximate ffns. our formulation recasts most essential operations as a memory look-up, leveraging the trade-off between the two resources on any platform: compute and memory (since cpus offer it in abundance). for roberta language model pretraining, our formulation achieves similar performance compared to gemm based ffns, while dramatically reducing the required flop. our development is complemented with a detailed hardware profiling of strategies that will maximize efficiency -- not just on contemporary hardware but on products that will be offered in the near/medium term future. code is avaiable at \url{this https url}.",2024-03-12
"126",126,"sok: can trajectory generation combine privacy and utility?","erik buchholz, alsharif abuadbba, shuo wang, surya nepal, salil s. kanhere","cryptography and security","while location trajectories represent a valuable data source for analyses and location-based services, they can reveal sensitive information, such as political and religious preferences. differentially private publication mechanisms have been proposed to allow for analyses under rigorous privacy guarantees. however, the traditional protection schemes suffer from a limiting privacy-utility trade-off and are vulnerable to correlation and reconstruction attacks. synthetic trajectory data generation and release represent a promising alternative to protection algorithms. while initial proposals achieve remarkable utility, they fail to provide rigorous privacy guarantees. this paper proposes a framework for designing a privacy-preserving trajectory publication approach by defining five design goals, particularly stressing the importance of choosing an appropriate unit of privacy. based on this framework, we briefly discuss the existing trajectory protection approaches, emphasising their shortcomings. this work focuses on the systematisation of the state-of-the-art generative models for trajectories in the context of the proposed framework. we find that no existing solution satisfies all requirements. thus, we perform an experimental study evaluating the applicability of six sequential generative models to the trajectory domain. finally, we conclude that a generative trajectory model providing semantic guarantees remains an open research question and propose concrete next steps for future research.",2024-03-12
"127",127,"adaptive gain scheduling using reinforcement learning for quadcopter control","mike timmerman, aryan patel, tim reinhart","systems and control","the paper presents a technique using reinforcement learning (rl) to adapt the control gains of a quadcopter controller. specifically, we employed proximal policy optimization (ppo) to train a policy which adapts the gains of a cascaded feedback controller in-flight. the primary goal of this controller is to minimize tracking error while following a specified trajectory. the paper's key objective is to analyze the effectiveness of the adaptive gain policy and compare it to the performance of a static gain control algorithm, where the integral squared error and integral time squared error are used as metrics. the results show that the adaptive gain scheme achieves over 40$\%$ decrease in tracking error as compared to the static gain controller.",2024-03-12
"128",128,"which llm to play? convergence-aware online model selection with time-increasing bandits","yu xia, fang kong, tong yu, liya guo, ryan a. rossi, sungchul kim, shuai li","machine learning","web-based applications such as chatbots, search engines and news recommendations continue to grow in scale and complexity with the recent surge in the adoption of llms. online model selection has thus garnered increasing attention due to the need to choose the best model among a diverse set while balancing task reward and exploration cost. organizations faces decisions like whether to employ a costly api-based llm or a locally finetuned small llm, weighing cost against performance. traditional selection methods often evaluate every candidate model before choosing one, which are becoming impractical given the rising costs of training and finetuning llms. moreover, it is undesirable to allocate excessive resources towards exploring poor-performing models. while some recent works leverage online bandit algorithm to manage such exploration-exploitation trade-off in model selection, they tend to overlook the increasing-then-converging trend in model performances as the model is iteratively finetuned, leading to less accurate predictions and suboptimal model selections. in this paper, we propose a time-increasing bandit algorithm ti-ucb, which effectively predicts the increase of model performances due to finetuning and efficiently balances exploration and exploitation in model selection. to further capture the converging points of models, we develop a change detection mechanism by comparing consecutive increase predictions. we theoretically prove that our algorithm achieves a logarithmic regret upper bound in a typical increasing bandit setting, which implies a fast convergence rate. the advantage of our method is also empirically validated through extensive experiments on classification model selection and online selection of llms. our results highlight the importance of utilizing increasing-then-converging pattern for more efficient and economic model selection in the deployment of llms.",2024-03-11
"129",129,"tracking dynamic gaussian density with a theoretically optimal sliding window approach","yinsong wang, yu ding, shahin shahrampour","machine learning","dynamic density estimation is ubiquitous in many applications, including computer vision and signal processing. one popular method to tackle this problem is the ""sliding window"" kernel density estimator. there exist various implementations of this method that use heuristically defined weight sequences for the observed data. the weight sequence, however, is a key aspect of the estimator affecting the tracking performance significantly. in this work, we study the exact mean integrated squared error (mise) of ""sliding window"" gaussian kernel density estimators for evolving gaussian densities. we provide a principled guide for choosing the optimal weight sequence by theoretically characterizing the exact mise, which can be formulated as constrained quadratic programming. we present empirical evidence with synthetic datasets to show that our weighting scheme indeed improves the tracking performance compared to heuristic approaches.",2024-03-11
"130",130,"a multi-cohort study on prediction of acute brain dysfunction states using selective state space models","brandon silva, miguel contreras, sabyasachi bandyopadhyay, yuanfang ren, ziyuan guan, jeremy balch, kia khezeli, tezcan ozrazgat baslanti, ben shickel, azra bihorac, parisa rashidi","machine learning","assessing acute brain dysfunction (abd), including delirium and coma in the intensive care unit (icu), is a critical challenge due to its prevalence and severe implications for patient outcomes. current diagnostic methods rely on infrequent clinical observations, which can only determine a patient's abd status after onset. our research attempts to solve these problems by harnessing electronic health records (ehr) data to develop automated methods for abd prediction for patients in the icu. existing models solely predict a single state (e.g., either delirium or coma), require at least 24 hours of observation data to make predictions, do not dynamically predict fluctuating abd conditions during icu stay (typically a one-time prediction), and use small sample size, proprietary single-hospital datasets. our research fills these gaps in the existing literature by dynamically predicting delirium, coma, and mortality for 12-hour intervals throughout an icu stay and validating on two public datasets. our research also introduces the concept of dynamically predicting critical transitions from non-abd to abd and between different abd states in real time, which could be clinically more informative for the hospital staff. we compared the predictive performance of two state-of-the-art neural network models, the mamba selective state space model and the longformer transformer model. using the mamba model, we achieved a mean area under the receiving operator characteristic curve (auroc) of 0.95 on outcome prediction of abd for 12-hour intervals. the model achieves a mean auroc of 0.79 when predicting transitions between abd states. our study uses a curated dataset from the university of florida health shands hospital for internal validation and two publicly available datasets, mimic-iv and eicu, for external validation, demonstrating robustness across icu stays from 203 hospitals and 140,945 patients.",2024-03-11
"131",131,"improving prediction of students' performance in intelligent tutoring systems using attribute selection and ensembles of different multimodal data sources","w. chango, r. cerezo, m. sanchez-santillan, r. azevedo, c. romero","computers and society","the aim of this study was to predict university students' learning performance using different sources of data from an intelligent tutoring system. we collected and preprocessed data from 40 students from different multimodal sources: learning strategies from system logs, emotions from face recording videos, interaction zones from eye tracking, and test performance from final knowledge evaluation. our objective was to test whether the prediction could be improved by using attribute selection and classification ensembles. we carried out three experiments by applying six classification algorithms to numerical and discretized preprocessed multimodal data. the results show that the best predictions were produced using ensembles and selecting the best attributes approach with numerical data.",2024-02-10
"132",132,"$\mathbf{(n,k)}$-puzzle: a cost-efficient testbed for benchmarking reinforcement learning algorithms in generative language model","yufeng zhang, liyu chen, boyi liu, yingxiang yang, qiwen cui, yunzhe tao, hongxia yang","machine learning","recent advances in reinforcement learning (rl) algorithms aim to enhance the performance of language models at scale. yet, there is a noticeable absence of a cost-effective and standardized testbed tailored to evaluating and comparing these algorithms. to bridge this gap, we present a generalized version of the 24-puzzle: the $(n,k)$-puzzle, which challenges language models to reach a target value $k$ with $n$ integers. we evaluate the effectiveness of established rl algorithms such as proximal policy optimization (ppo), alongside novel approaches like identity policy optimization (ipo) and direct policy optimization (dpo).",2024-03-11
"133",133,"ups: towards foundation models for pde solving via cross-modal adaptation","junhong shen, tanya marwah, ameet talwalkar","machine learning","we introduce ups (unified pde solver), an effective and data-efficient approach to solve diverse spatiotemporal pdes defined over various domains, dimensions, and resolutions. ups unifies different pdes into a consistent representation space and processes diverse collections of pde data using a unified network architecture that combines llms with domain-specific neural operators. we train the network via a two-stage cross-modal adaptation process, leveraging ideas of modality alignment and multi-task learning. by adapting from pretrained llms and exploiting text-form meta information, we are able to use considerably fewer training samples than previous methods while obtaining strong empirical results. ups outperforms existing baselines, often by a large margin, on a wide range of 1d and 2d datasets in pdebench, achieving state-of-the-art results on 8 of 10 tasks considered. meanwhile, it is capable of few-shot transfer to different pde families, coefficients, and resolutions.",2024-03-11
"134",134,"uncertainty in graph neural networks: a survey","fangxin wang, yuqing liu, kay liu, yibo wang, sourav medya, philip s. yu","machine learning","graph neural networks (gnns) have been extensively used in various real-world applications. however, the predictive uncertainty of gnns stemming from diverse sources such as inherent randomness in data and model training errors can lead to unstable and erroneous predictions. therefore, identifying, quantifying, and utilizing uncertainty are essential to enhance the performance of the model for the downstream tasks as well as the reliability of the gnn predictions. this survey aims to provide a comprehensive overview of the gnns from the perspective of uncertainty with an emphasis on its integration in graph learning. we compare and summarize existing graph uncertainty theory and methods, alongside the corresponding downstream tasks. thereby, we bridge the gap between theory and practice, meanwhile connecting different gnn communities. moreover, our work provides valuable insights into promising directions in this field.",2024-03-11
"135",135,"monitoring ai-modified content at scale: a case study on the impact of chatgpt on ai conference peer reviews","weixin liang, zachary izzo, yaohui zhang, haley lepp, hancheng cao, xuandong zhao, lingjiao chen, haotian ye, sheng liu, zhi huang, daniel a. mcfarland, james y. zou","computation and language","we present an approach for estimating the fraction of text in a large corpus which is likely to be substantially modified or produced by a large language model (llm). our maximum likelihood model leverages expert-written and ai-generated reference texts to accurately and efficiently examine real-world llm-use at the corpus level. we apply this approach to a case study of scientific peer review in ai conferences that took place after the release of chatgpt: iclr 2024, neurips 2023, corl 2023 and emnlp 2023. our results suggest that between 6.5% and 16.9% of text submitted as peer reviews to these conferences could have been substantially modified by llms, i.e. beyond spell-checking or minor writing updates. the circumstances in which generated text occurs offer insight into user behavior: the estimated fraction of llm-generated text is higher in reviews which report lower confidence, were submitted close to the deadline, and from reviewers who are less likely to respond to author rebuttals. we also observe corpus-level trends in generated text which may be too subtle to detect at the individual level, and discuss the implications of such trends on peer review. we call for future interdisciplinary work to examine how llm use is changing our information and knowledge practices.",2024-03-11
"136",136,"study of the impact of the big data era on accounting and auditing","yuxiang sun, jingyi li, mengdie lu, zongying guo","general finance","big data revolutionizes accounting and auditing, offering deep insights but also introducing challenges like data privacy and security. with data from iot, social media, and transactions, traditional practices are evolving. professionals must adapt to these changes, utilizing ai and machine learning for efficient data analysis and anomaly detection. key to overcoming these challenges are enhanced analytics tools, continuous learning, and industry collaboration. by addressing these areas, the accounting and auditing fields can harness big data's potential while ensuring accuracy, transparency, and integrity in financial reporting. keywords: big data, accounting, audit, data privacy, ai, machine learning, transparency.",2024-03-11
"137",137,"3m-diffusion: latent multi-modal diffusion for text-guided generation of molecular graphs","huaisheng zhu, teng xiao, vasant g honavar","machine learning","generating molecules with desired properties is a critical task with broad applications in drug discovery and materials design. inspired by recent advances in large language models, there is a growing interest in using natural language descriptions of molecules to generate molecules with the desired properties. most existing methods focus on generating molecules that precisely match the text description. however, practical applications call for methods that generate diverse, and ideally novel, molecules with the desired properties. we propose 3m-diffusion, a novel multi-modal molecular graph generation method, to address this challenge. 3m-diffusion first encodes molecular graphs into a graph latent space aligned with text descriptions. it then reconstructs the molecular structure and atomic attributes based on the given text descriptions using the molecule decoder. it then learns a probabilistic mapping from the text space to the latent molecular graph space using a diffusion model. the results of our extensive experiments on several datasets demonstrate that 3m-diffusion can generate high-quality, novel and diverse molecular graphs that semantically match the textual description provided.",2024-03-11
"138",138,"don't forget what i did?: assessing client contributions in federated learning","bishwamittra ghosh, debabrota basu, fu huazhu, wang yuan, renuga kanagavelu, jiang jin peng, liu yong, goh siow mong rick, wei qingsong","machine learning","federated learning (fl) is a collaborative machine learning (ml) approach, where multiple clients participate in training an ml model without exposing the private data. fair and accurate assessment of client contributions is an important problem in fl to facilitate incentive allocation and encouraging diverse clients to participate in a unified model training. existing methods for assessing client contribution adopts co-operative game-theoretic concepts, such as shapley values, but under simplified assumptions. in this paper, we propose a history-aware game-theoretic framework, called flcontrib, to assess client contributions when a subset of (potentially non-i.i.d.) clients participate in each epoch of fl training. by exploiting the fl training process and linearity of shapley value, we develop flcontrib that yields a historical timeline of client contributions as fl training progresses over epochs. additionally, to assess client contribution under limited computational budget, we propose a scheduling procedure that considers a two-sided fairness criteria to perform expensive shapley value computation only in a subset of training epochs. in experiments, we demonstrate a controlled trade-off between the correctness and efficiency of client contributions assessed via flcontrib. to demonstrate the benefits of history-aware client contributions, we apply flcontrib to detect dishonest clients conducting data poisoning in fl training.",2024-03-11
"139",139,"advancing hyperspectral targeted alpha therapy with adversarial machine learning","jim zhao, greg leadman","medical physics","targeted alpha therapy (tat) has emerged as a promising modality for the treatment of various malignancies, leveraging the high linear energy transfer (let) and short range of alpha particles to selectively irradiate cancer cells while sparing healthy tissue. monitoring and optimizing tat delivery is crucial for its clinical success. hyper-spectral single photon imaging (hspi) presents a novel and versatile approach for the real-time assessment of tat in vivo. this study introduces a comprehensive framework for hspi in tat, encompassing spectral unmixing, quantitative dosimetry, and spatiotemporal visualization. we report the development of a dedicated hspi system tailored to alpha-emitting radionuclides, enabling the simultaneous acquisition of high-resolution spectral data and single-photon localization. utilizing advanced spectral unmixing algorithms, we demonstrate the discrimination of alpha-induced scintillation from background fluorescence, facilitating precise alpha particle tracking with adversarial machine learning.",2024-03-11
"140",140,"stochastic extragradient with random reshuffling: improved convergence for variational inequalities","konstantinos emmanouilidis, rené vidal, nicolas loizou","optimization and control","the stochastic extragradient (seg) method is one of the most popular algorithms for solving finite-sum min-max optimization and variational inequality problems (vips) appearing in various machine learning tasks. however, existing convergence analyses of seg focus on its with-replacement variants, while practical implementations of the method randomly reshuffle components and sequentially use them. unlike the well-studied with-replacement variants, seg with random reshuffling (seg-rr) lacks established theoretical guarantees. in this work, we provide a convergence analysis of seg-rr for three classes of vips: (i) strongly monotone, (ii) affine, and (iii) monotone. we derive conditions under which seg-rr achieves a faster convergence rate than the uniform with-replacement sampling seg. in the monotone setting, our analysis of seg-rr guarantees convergence to an arbitrary accuracy without large batch sizes, a strong requirement needed in the classical with-replacement seg. as a byproduct of our results, we provide convergence guarantees for shuffle once seg (shuffles the data only at the beginning of the algorithm) and the incremental extragradient (does not shuffle the data). we supplement our analysis with experiments validating empirically the superior performance of seg-rr over the classical with-replacement sampling seg.",2024-03-11
